Year,Month,Con,Lab,LD
2011,Feb,37,41,10
2011,Feb,35,38,18
2011,Feb,33,43,13
2011,Feb,36,42,11
2011,Feb,37,43,9
2011,Feb,36,44,11
2011,Feb,36,38,11
2011,Feb,38,42,10
2011,Feb,36,44,10
2011,Feb,35,39,12
2011,Feb,36,43,10
2011,Feb,34,43,11
2011,Mar,36,41,11
2011,Mar,35,43,10
2011,Mar,35,41,11
2011,Mar,36,39,9
2011,Mar,36,42,9
2011,Mar,36,44,10
2011,Mar,36,42,9
2011,Mar,34,45,9
2011,Mar,37,40,11
2011,Mar,33,44,10
2011,Mar,36,41,10
2011,Mar,37,41,10
2011,Mar,35,44,9
2011,Mar,35,45,9
2011,Mar,35,43,10
2011,Mar,35,39,11
2011,Mar,35,43,10
2011,Mar,37,43,9
2011,Mar,36,36,11
2011,Mar,32,41,10
2011,Mar,35,42,9
2011,Mar,36,36,11
2011,Mar,36,42,10
2011,Mar,37,41,11
2011,Mar,37,36,16
2011,Mar,38,41,11
2011,Mar,35,41,13
2011,Mar,34,37,11
2011,Mar,36,44,9
2011,Mar,36,42,10
2011,Mar,35,45,9
2011,Mar,36,42,11
2011,Apr,37,42,9
2011,Apr,37,42,9
2011,Apr,36,42,10
2011,Apr,35,44,10
2011,Apr,36,43,9
2011,Apr ,36,40,11
2011,Apr,31,42,11
2011,Apr,36,42,10
2011,Apr,37,42,9
2011,Apr,35,44,10
2011,Apr,36,42,10
2011,Apr,35,39,10
2011,Apr,34,38,11
2011,Apr,37,41,9
2011,Apr,36,38,10
2011,Apr,35,37,15
2011,Apr,40,40,9
2011,Apr,36,42,9
2011,Apr,36,43,9
2011,Apr,36,43,9
2011,Apr,34,38,10
2011,Apr,36,42,10
2011,Apr,36,41,10
2011,Apr,36,42,10
2011,Apr,36,41,12
2011,Apr ,37,42,9
2011,Apr,36,41,10
2011,Apr,34,37,15
2011,Apr,37,36,10
2011,Apr,35,37,11
2011,May,36,37,15
2011,May ,37,42,10
2011,May,36,40,11
2011,May,37,39,10
2011,May,36,41,10
2011,May,37,39,11
2011,May,35,38,9
2011,May,38,42,8
2011,May,38,40,9
2011,May,36,42,8
2011,May,38,39,11
2011,May,39,41,9
2011,May,36,41,9
2011,May,38,41,10
2011,May,39,41,9
2011,May,36,42,9
2011,May,38,40,10
2011,May,37,42,8
2011,May,35,42,10
2011,May,38,42,10
2011,May,38,42,9
2011,May,37,41,10
2011,May,37,43,8
2011,May,37,43,9
2011,May,37,37,12
2011,May,37,42,9
2011,May,39,41,9
2011,Jun,36,42,9
2011,Jun,37,42,9
2011,Jun,35,38,9
2011,Jun,37,43,9
2011,Jun,36,44,8
2011,Jun,37,42,9
2011,Jun,37,43,8
2011,Jun,37,42,9
2011,Jun,39,40,9
2011,Jun,37,42,10
2011,Jun,37,42,10
2011,Jun,36,42,9
2011,Jun,37,43,9
2011,Jun,37,37,11
2011,Jun,37,42,10
2011,Jun,37,39,11
2011,Jun,37,39,12
2011,Jun,37,43,9
2011,Jun,37,42,8
2011,Jun,36,42,9
2011,Jun,37,42,9
2011,Jun,36,43,9
2011,Jun,39,41,8
2011,Jun,36,40,11
2011,Jun,37,38,8
2011,Jun,37,42,10
2011,Jun,37,42,10
2011,Jun,36,43,8
2011,Jun,37,41,10
2011,Jun,37,42,8
2011,Jun,36,42,9
2011,Jul,37,43,9
2011,Jul,35,43,10
2011,Jul,35,43,9
2011,Jul,37,43,8
2011,Jul,35,36,9
2011,Jul,35,44,8
2011,Jul,35,43,10
2011,Jul,37,42,9
2011,Jul,35,43,10
2011,Jul,36,43,9
2011,Jul,36,40,10
2011,Jul,36,42,11
2011,Jul,37,36,16
2011,Jul,34,39,11
2011,Jul,34,40,10
2011,Jul,32,39,11
2011,Jul,37,42,9
2011,Jul,36,43,8
2011,Jul,35,43,11
2011,Jul,34,41,10
2011,Jul,36,44,9
2011,Jul,35,43,10
2011,Jul,34,40,13
2011,Jul,37,41,10
2011,Jul,35,44,9
2011,Jul,36,43,8
2011,Jul,36,42,11
2011,Jul,35,44,10
2011,Jul,35,41,10
2011,Jul,36,38,9
2011,Jul,35,42,11
2011,Aug,36,45,8
2011,Aug,35,43,10
2011,Aug,36,42,10
2011,Aug,35,44,9
2011,Aug,36,44,9
2011,Aug,36,43,9
2011,Aug,36,43,9
2011,Aug,34,38,9
2011,Aug,35,43,9
2011,Aug,36,43,9
2011,Aug,37,36,9
2011,Aug,35,43,9
2011,Aug,36,42,10
2011,Aug,35,44,9
2011,Aug,37,38,9
2011,Aug,36,44,9
2011,Aug,38,40,11
2011,Aug,36,40,11
2011,Aug,37,36,17
2011,Aug,37,37,11
2011,Aug,34,40,15
2011,Aug,35,44,9
2011,Aug,37,44,9
2011,Aug,36,43,9
2011,Aug,37,42,9
2011,Aug,38,41,9
2011,Aug,36,38,12
2011,Aug,36,36,9
2011,Aug,39,40,10
2011,Aug,37,42,10
2011,Aug,36,42,10
2011,Sep,38,39,10
2011,Sep,37,38,11
2011,Sep,33,39,11
2011,Sep,36,37,9
2011,Sep,37,43,9
2011,Sep,38,40,9
2011,Sep,36,42,9
2011,Sep,36,42,10
2011,Sep,38,41,9
2011,Sep,34,38,12
2011,Sep,35,37,13
2011,Sep,37,41,10
2011,Sep,35,43,10
2011,Sep,37,41,10
2011,Sep,33,36,9
2011,Sep,38,38,11
2011,Sep,38,41,9
2011,Sep,36,42,9
2011,Sep,36,42,10
2011,Sep,36,41,10
2011,Sep,35,41,9
2011,Sep,37,38,14
2011,Sep,36,42,10
2011,Sep,36,42,11
2011,Sep,37,40,10
2011,Sep,33,38,11
2011,Sep,37,36,12
2011,Sep,39,41,8
2011,Sep,37,43,8
2011,Sep,37,43,9
2011,Sep,33,40,9
2011,Sep,38,41,9
2011,Sep,36,42,10
2011,Oct,37,42,9
2011,Oct,38,42,9
2011,Oct,37,41,9
2011,Oct,37,41,10
2011,Oct,38,42,9
2011,Oct,36,37,8
2011,Oct,36,40,11
2011,Oct,37,41,8
2011,Oct,36,42,9
2011,Oct,37,42,9
2011,Oct,37,39,10
2011,Oct,39,42,8
2011,Oct,33,41,8
2011,Oct,37,40,9
2011,Oct,38,42,9
2011,Oct,35,41,9
2011,Oct,36,41,10
2011,Oct,36,38,10
2011,Oct,35,39,13
2011,Oct,33,41,10
2011,Oct,33,39,9
2011,Oct,34,38,12
2011,Oct,36,40,9
2011,Oct,36,40,10
2011,Oct,35,41,10
2011,Oct,35,42,9
2011,Oct,36,39,8
2011,Oct,36,37,11
2011,Oct,34,38,14
2011,Oct,39,41,8
2011,Oct,35,41,9
2011,Nov,37,41,8
2011,Nov,36,41,8
2011,Nov,38,39,12
2011,Nov,35,41,9
2011,Nov,34,38,10
2011,Nov,36,41,9
2011,Nov,35,40,10
2011,Nov,36,40,10
2011,Nov,35,42,8
2011,Nov,36,41,9
2011,Nov,34,39,10
2011,Nov,37,40,9
2011,Nov,36,42,7
2011,Nov,36,41,10
2011,Nov,34,40,11
2011,Nov,35,39,11
2011,Nov,36,40,9
2011,Nov,36,38,14
2011,Nov,33,41,13
2011,Nov,36,37,9
2011,Nov,34,41,12
2011,Nov,36,40,9
2011,Nov,35,42,9
2011,Nov,35,40,10
2011,Nov,35,40,9
2011,Nov,33,42,8
2011,Nov,32,34,12
2011,Nov,34,43,11
2011,Nov,36,39,9
2011,Nov,37,39,10
2011,Nov,37,39,9
2011,Nov,38,41,9
2011,Nov,37,42,9
2011,Nov,38,36,14
2011,Nov,36,41,11
2011,Dec,35,43,9
2011,Dec,36,41,11
2011,Dec,34,38,10
2011,Dec,36,42,11
2011,Dec,37,41,10
2011,Dec,35,42,9
2011,Dec,36,41,10
2011,Dec,36,40,10
2011,Dec,38,39,11
2011,Dec,35,35,14
2011,Dec,38,38,12
2011,Dec,41,39,11
2011,Dec,39,40,10
2011,Dec,41,39,10
2011,Dec,40,38,10
2011,Dec,41,40,10
2011,Dec,40,34,14
2011,Dec,39,42,9
2011,Dec,35,38,11
2011,Dec,35,39,12
2011,Dec,37,37,12
2011,Dec,38,42,9
2011,Dec,39,40,10
2011,Dec,37,36,15
2011,Dec,40,40,10
2011,Dec,40,40,9
2012,Jan,39,41,9
2012,Jan,38,42,10
2012,Jan,36,37,9
2012,Jan,39,41,11
2012,Jan,38,40,10
2012,Jan,39,41,10
2012,Jan,40,40,10
2012,Jan,40,38,10
2012,Jan,41,40,8
2012,Jan,38,40,9
2012,Jan,37,37,8
2012,Jan,40,40,9
2012,Jan,39,40,8
2012,Jan,40,39,7
2012,Jan,41,38,8
2012,Jan,38,38,11
2012,Jan,41,36,9
2012,Jan,37,40,10
2012,Jan,40,35,16
2012,Jan,37,38,13
2012,Jan,38,38,12
2012,Jan,39,40,8
2012,Jan,35,37,11
2012,Jan,40,38,9
2012,Jan,38,40,9
2012,Jan,39,40,9
2012,Jan,39,40,8
2012,Jan,37,38,14
2012,Jan,38,36,8
2012,Jan,40,38,10
2012,Jan,39,40,9
2012,Jan,38,40,8
2012,Feb,39,41,8
2012,Feb,39,40,9
2012,Feb,41,40,8
2012,Feb,37,42,9
2012,Feb,40,38,10
2012,Feb,38,41,9
2012,Feb,38,39,9
2012,Feb,36,36,10
2012,Feb,38,42,9
2012,Feb,40,39,9
2012,Feb,39,40,9
2012,Feb,39,39,9
2012,Feb,39,38,10
2012,Feb,37,41,7
2012,Feb,36,37,14
2012,Feb,37,39,11
2012,Feb,39,38,10
2012,Feb,37,41,9
2012,Feb,38,40,8
2012,Feb,35,39,10
2012,Feb,39,38,10
2012,Feb,38,40,10
2012,Feb,37,40,13
2012,Feb,35,41,12
2012,Feb,38,40,9
2012,Feb,40,39,9
2012,Feb,38,40,9
2012,Feb,39,39,8
2012,Mar,40,39,9
2012,Mar,35,38,11
2012,Mar,36,41,11
2012,Mar,37,41,9
2012,Mar,38,41,9
2012,Mar,32,40,10
2012,Mar,37,42,8
2012,Mar,37,42,9
2012,Mar,38,36,10
2012,Mar,36,41,9
2012,Mar,36,43,9
2012,Mar,38,41,9
2012,Mar,37,42,8
2012,Mar,37,40,10
2012,Mar,38,40,9
2012,Mar,39,36,15
2012,Mar,36,37,11
2012,Mar,36,42,9
2012,Mar,35,43,9
2012,Mar,36,41,10
2012,Mar,34,42,9
2012,Mar,34,39,8
2012,Mar,37,38,13
2012,Mar,35,42,10
2012,Mar,34,38,11
2012,Mar,31,39,11
2012,Mar,33,43,11
2012,Mar,35,42,9
2012,Mar,33,43,9
2012,Mar,34,44,10
2012,Mar,34,44,8
2012,Mar,33,42,8
2012,Mar,32,41,11
2012,Apr,33,43,8
2012,Apr,34,42,8
2012,Apr,32,42,9
2012,Apr,33,42,8
2012,Apr,30,35,11
2012,Apr,36,40,9
2012,Apr,35,41,8
2012,Apr,32,42,10
2012,Apr,35,41,9
2012,Apr,33,39,10
2012,Apr,29,41,11
2012,Apr,33,42,11
2012,Apr,32,37,9
2012,Apr,32,43,8
2012,Apr,32,41,8
2012,Apr,32,41,10
2012,Apr,32,45,8
2012,Apr,34,40,11
2012,Apr,33,41,11
2012,Apr,33,41,15
2012,Apr,31,38,11
2012,Apr,35,38,12
2012,Apr,32,45,8
2012,Apr,32,43,8
2012,Apr,30,37,13
2012,Apr,32,43,9
2012,Apr,31,43,9
2012,Apr,34,39,10
2012,Apr,29,40,11
2012,Apr,32,39,8
2012,Apr,35,42,8
2012,Apr,32,41,9
2012,May,33,43,8
2012,May,32,41,9
2012,May,31,43,9
2012,May,30,43,10
2012,May,31,44,8
2012,May,31,44,9
2012,May,34,44,7
2012,May,31,43,10
2012,May,33,43,9
2012,May,31,45,7
2012,May,32,43,8
2012,May,31,45,9
2012,May,30,41,9
2012,May,31,44,7
2012,May,32,41,11
2012,May,32,43,8
2012,May,29,37,13
2012,May,36,41,11
2012,May,33,41,10
2012,May,30,42,12
2012,May,32,44,7
2012,May,32,43,8
2012,May ,31,40,10
2012,May,32,42,9
2012,May,34,42,8
2012,May,31,43,8
2012,May,34,42,11
2012,May,33,44,8
2012,May,32,45,8
2012,May,32,44,9
2012,May,31,45,9
2012,May,,,
2012,May,29,45,9
2012,May,32,42,8
2012,Jun,34,43,8
2012,Jun,34,43,8
2012,Jun,34,42,7
2012,Jun,29,43,9
2012,Jun,31,42,9
2012,Jun,31,40,10
2012,Jun,31,45,9
2012,Jun,33,43,8
2012,Jun,31,43,9
2012,Jun,31,43,9
2012,Jun,32,42,9
2012,Jun,32,44,9
2012,Jun,33,41,9
2012,Jun,32,40,10
2012,Jun,33,44,7
2012,Jun,33,44,7
2012,Jun,34,41,10
2012,Jun,33,43,8
2012,Jun,34,43,9
2012,Jun,34,39,14
2012,Jun,32,43,11
2012,Jun,34,42,11
2012,Jun,31,45,9
2012,Jun,31,42,8
2012,Jun,32,43,10
2012,Jun,,,
2012,Jun,34,43,9
2012,Jun,33,42,13
2012,Jul,34,44,8
2012,Jul,35,42,10
2012,Jul,33,44,8
2012,Jul,30,40,9
2012,Jul,35,43,8
2012,Jul,32,43,8
2012,Jul,35,44,7
2012,Jul,33,43,11
2012,Jul,35,42,9
2012,Jul,34,42,9
2012,Jul,34,43,9
2012,Jul,34,40,12
2012,Jul,31,44,12
2012,Jul,33,44,9
2012,Jul,34,43,8
2012,Jul,33,43,8
2012,Jul,34,42,9
2012,Jul,32,42,10
2012,Jul,34,43,11
2012,Jul,34,39,14
2012,Jul,33,43,9
2012,Jul,33,44,9
2012,Jul,33,44,9
2012,Jul,30,42,11
2012,Jul,33,42,9
2012,Jul,33,42,9
2012,Jul,33,44,10
2012,Jul,33,44,9
2012,Jul,34,42,10
2012,Jul,32,43,10
2012,Aug,33,43,8
2012,Aug,32,44,10
2012,Aug,34,44,10
2012,Aug,33,44,9
2012,Aug,33,42,11
2012,Aug,31,40,10
2012,Aug,33,42,9
2012,Aug,,,
2012,Aug,34,42,8
2012,Aug,32,42,11
2012,Aug,34,42,9
2012,Aug,34,44,10
2012,Aug,34,43,10
2012,Aug,30,41,11
2012,Aug,35,44,8
2012,Aug,33,42,10
2012,Aug,32,43,10
2012,Aug,32,42,10
2012,Aug,34,44,8
2012,Aug,34,44,8
2012,Aug,33,42,10
2012,Aug,32,44,10
2012,Aug,34,43,10
2012,Aug,30,37,10
2012,Aug,34,39,15
2012,Aug,31,40,11
2012,Aug,32,44,10
2012,Aug,32,44,9
2012,Aug,33,42,10
2012,Aug,35,41,9
2012,Aug,35,42,12
2012,Aug,31,42,8
2012,Aug,31,43,10
2012,Sep,33,44,8
2012,Sep,34,40,10
2012,Sep,33,45,8
2012,Sep,33,45,8
2012,Sep,33,43,10
2012,Sep,30,41,12
2012,Sep,31,42,10
2012,Sep,31,44,9
2012,Sep,32,40,10
2012,Sep,33,42,11
2012,Sep,31,43,9
2012,Sep,34,43,8
2012,Sep,34,44,9
2012,Sep,30,45,10
2012,Sep,30,41,13
2012,Sep,33,45,10
2012,Sep,34,43,8
2012,Sep,33,45,10
2012,Sep,30,42,8
2012,Sep,30,40,10
2012,Sep,35,41,9
2012,Sep,28,44,8
2012,Sep,34,43,8
2012,Sep,29,41,10
2012,Sep,35,39,10
2012,Sep,,,
2012,Sep,31,41,14
2012,Sep,32,43,9
2012,Sep,31,44,9
2012,Sep,32,41,9
2012,Sep,29,39,10
2012,Sep,31,43,11
2012,Sep,35,45,10
2012,Sep,35,38,15
2012,Sep,34,43,9
2012,Oct,34,42,9
2012,Oct,31,45,10
2012,Oct,30,41,9
2012,Oct,32,43,10
2012,Oct,31,45,8
2012,Oct,31,44,8
2012,Oct,34,44,8
2012,Oct,33,45,9
2012,Oct,34,41,8
2012,Oct,35,42,8
2012,Oct,33,43,10
2012,Oct,31,43,8
2012,Oct,29,42,7
2012,Oct,34,43,9
2012,Oct,34,43,9
2012,Oct,33,42,9
2012,Oct,31,40,9
2012,Oct,34,42,10
2012,Oct,33,41,10
2012,Oct,32,41,9
2012,Oct,32,43,9
2012,Oct,30,44,8
2012,Oct,30,43,8
2012,Oct,35,40,9
2012,Oct,33,41,14
2012,Oct,33,43,9
2012,Oct,32,45,8
2012,Oct,34,42,9
2012,Oct,33,43,9
2012,Oct,33,44,10
2012,Oct,,,
2012,Oct,35,42,9
2012,Oct,31,42,11
2012,Oct,33,44,12
2012,Oct,33,43,9
2012,Oct,32,44,9
2012,Oct,33,44,9
2012,Oct,33,44,9
2012,Oct,30,41,9
2012,Nov,35,42,9
2012,Nov,31,42,9
2012,Nov,35,44,8
2012,Nov,35,42,9
2012,Nov,34,45,8
2012,Nov,33,44,9
2012,Nov,32,44,8
2012,Nov,31,41,9
2012,Nov,35,39,10
2012,Nov,34,44,9
2012,Nov,32,46,9
2012,Nov,35,42,8
2012,Nov,32,39,8
2012,Nov,33,43,8
2012,Nov,31,43,10
2012,Nov,31,39,11
2012,Nov,,,
2012,Nov,33,44,9
2012,Nov,32,40,13
2012,Nov,32,42,9
2012,Nov,33,42,10
2012,Nov,33,41,9
2012,Nov,31,43,10
2012,Nov,33,44,9
2012,Nov,31,41,8
2012,Nov,35,42,10
2012,Nov,34,43,9
2012,Nov,31,43,9
2012,Nov,32,44,11
2012,Nov,29,38,9
2012,Nov,32,42,10
2012,Nov,28,42,11
2012,Nov,28,40,10
2012,Nov,31,44,10
2012,Dec,31,43,11
2012,Dec,30,44,11
2012,Dec,32,44,9
2012,Dec,32,42,10
2012,Dec,33,42,10
2012,Dec,26,41,8
2012,Dec,35,44,9
2012,Dec,33,42,10
2012,Dec,31,43,10
2012,Dec,31,44,12
2012,Dec,29,39,8
2012,Dec,33,43,9
2012,Dec,28,39,9
2012,Dec,30,38,9
2012,Dec,33,45,9
2012,Dec,30,40,7
2012,Dec,29,40,11
2012,Dec,31,41,10
2012,Dec,31,43,9
2012,Dec,32,43,9
2012,Dec,30,43,11
2012,Dec,33,41,11
2012,Dec,32,40,13
2012,Dec,33,43,10
2012,Dec,29,39,8
2013,Jan,31,43,11
2013,Jan,32,43,10
2013,Jan,32,43,10
2013,Jan,29,38,11
2013,Jan,29,39,10
2013,Jan,32,41,11
2013,Jan,32,44,10
2013,Jan,33,43,10
2013,Jan,31,41,7
2013,Jan,31,42,11
2013,Jan,31,44,11
2013,Jan,27,42,10
2013,Jan,31,37,9
2013,Jan,30,43,8
2013,Jan,31,44,11
2013,Jan,32,44,10
2013,Jan,33,42,12
2013,Jan,34,44,9
2013,Jan,33,42,11
2013,Jan,33,38,15
2013,Jan,31,41,8
2013,Jan,33,42,10
2013,Jan,31,41,12
2013,Jan,31,43,11
2013,Jan,28,41,8
2013,Jan,33,43,10
2013,Jan,33,39,11
2013,Jan,35,41,12
2013,Jan,30,39,10
2013,Jan,31,38,10
2013,Jan,32,39,10
2013,Jan,33,38,11
2013,Jan,35,41,10
2013,Jan,33,42,11
2013,Jan,33,42,10
2013,Jan,32,44,10
2013,Jan,34,41,12
2013,Jan,28,41,10
2013,Feb,30,45,11
2013,Feb,32,42,11
2013,Feb,31,42,12
2013,Feb,29,39,8
2013,Feb,33,41,11
2013,Feb,32,41,11
2013,Feb,31,41,10
2013,Feb,29,41,13
2013,Feb,30,42,7
2013,Feb,31,42,11
2013,Feb,32,43,10
2013,Feb,32,42,9
2013,Feb,31,42,11
2013,Feb,31,36,8
2013,Feb,32,43,11
2013,Feb,29,38,11
2013,Feb,32,41,12
2013,Feb,29,44,11
2013,Feb,33,43,9
2013,Feb,29,41,8
2013,Feb,31,45,11
2013,Feb,32,43,11
2013,Feb,31,43,8
2013,Feb,32,44,10
2013,Feb,32,42,12
2013,Feb,32,43,11
2013,Feb,29,42,12
2013,Feb,31,42,10
2013,Feb,29,38,11
2013,Mar,31,40,12
2013,Mar,29,42,11
2013,Mar,31,41,11
2013,Mar,27,39,8
2013,Mar,32,41,11
2013,Mar,31,41,12
2013,Mar,25,38,11
2013,Mar,31,39,15
2013,Mar,27,40,11
2013,Mar,32,40,11
2013,Mar,29,43,11
2013,Mar,31,40,11
2013,Mar,30,42,11
2013,Mar,28,37,9
2013,Mar,,,
2013,Mar,29,41,12
2013,Mar,26,39,13
2013,Mar,32,40,11
2013,Mar,31,41,11
2013,Mar,30,41,11
2013,Mar,28,38,9
2013,Mar,32,41,11
2013,Mar,30,41,12
2013,Mar,28,38,12
2013,Mar,27,37,10
2013,Mar,30,41,13
2013,Mar,30,39,13
2013,Mar,30,40,12
2013,Mar,29,42,11
2013,Apr,30,43,11
2013,Apr,33,41,9
2013,Apr,28,38,8
2013,Apr,30,42,11
2013,Apr,30,40,11
2013,Apr,25,40,10
2013,Apr,30,40,12
2013,Apr,33,41,10
2013,Apr,28,42,12
2013,Apr,32,42,9
2013,Apr,30,38,8
2013,Apr,,,
2013,Apr,31,42,12
2013,Apr,27,39,8
2013,Apr,32,38,15
2013,Apr,29,38,10
2013,Apr,31,39,12
2013,Apr,33,40,10
2013,Apr,30,41,10
2013,Apr,29,35,8
2013,Apr,33,40,10
2013,Apr,32,40,11
2013,Apr,32,39,11
2013,Apr,33,40,10
2013,Apr,31,39,10
2013,Apr,32,40,11
2013,Apr,31,40,11
2013,Apr,29,36,12
2013,Apr,32,38,9
