Year,Month,Con,Lab,LD
2021,May,43.0,33.0,7.0
2021,May,42.0,34.0,8.0
2021,May,45.0,34.0,8.0
2021,May,45.0,30.0,7.0
2021,May,44.0,31.0,8.0
2021,May,43.0,30.0,11.0
2021,May,43.0,32.0,8.0
2021,May,42.0,33.0,10.0
2021,May,46.0,28.0,8.0
2021,May,43.0,34.0,9.0
2021,May,43.0,33.0,10.0
2021,May,44.0,33.0,8.0
2021,May,44.0,32.0,7.0
2021,May,43.0,33.0,10.0
2021,May,43.0,29.0,8.0
2021,May,42.0,36.0,6.0
2021,May,42.0,32.0,9.0
2021,May,44.0,35.0,6.0
2021,May,45.0,34.0,8.0
2021,Jun ,41.0,33.0,9.0
2021,Jun ,46.0,30.0,6.0
2021,Jun,45.0,32.0,8.0
2021,Jun,44.0,32.0,8.0
2021,Jun,43.0,36.0,7.0
2021,Jun,45.0,34.0,5.0
2021,Jun ,44.0,31.0,7.0
2021,Jun ,42.0,35.0,9.0
2021,Jun,43.0,34.0,6.0
2021,Jun,46.0,34.0,7.0
2021,Jun,41.0,34.0,8.0
2021,Jun ,41.0,33.0,8.0
2021,Jun,44.0,34.0,9.0
2021,Jun,45.0,31.0,6.0
2021,Jun,41.0,35.0,10.0
2021,Jun,44.0,30.0,10.0
2021,Jun,44.0,33.0,10.0
2021,Jun,44.0,33.0,10.0
2021,Jun,42.0,30.0,9.0
2021,Jun,43.0,35.0,7.0
2021,Jun,41.0,35.0,10.0
2021,Jun,42.0,33.0,9.0
2021,Jun,41.0,34.0,9.0
2021,Jun,42.0,31.0,10.0
2021,Jul,41.0,35.0,8.0
2021,Jul,40.0,31.0,13.0
2021,Jul,43.0,34.0,8.0
2021,Jul,43.0,32.0,9.0
2021,Jul,42.0,30.0,9.0
2021,Jul,44.0,31.0,12.0
2021,Jul,43.0,35.0,6.0
2021,Jul,40.0,35.0,9.0
2021,Jul,41.0,33.0,12.0
2021,Jul,44.0,31.0,8.0
2021,Jul,41.0,34.0,8.0
2021,Jul,42.0,33.0,10.0
2021,Jul,39.0,35.0,11.0
2021,Jul,38.0,34.0,9.0
2021,Jul,43.0,35.0,8.0
2021,Jul,39.0,37.0,10.0
2021,Jul,40.0,34.0,10.0
2021,Jul,42.0,37.0,6.0
2021,Jul,40.0,36.0,9.0
2021,Jul,39.0,34.0,8.0
2021,Jul,40.0,34.0,10.0
2021,Jul,41.0,30.0,13.0
2021,Aug,41.0,34.0,11.0
2021,Aug,42.0,35.0,7.0
2021,Aug,41.0,33.0,8.0
2021,Aug,41.0,33.0,10.0
2021,Aug,40.0,37.0,9.0
2021,Aug,40.0,32.0,9.0
2021,Aug,41.0,34.0,9.0
2021,Aug,40.0,36.0,10.0
2021,Aug,40.0,32.0,9.0
2021,Aug,39.0,36.0,8.0
2021,Aug,37.0,34.0,14.0
2021,Aug,39.0,35.0,9.0
2021,Aug,41.0,34.0,9.0
2021,Aug,43.0,33.0,10.0
2021,Aug,39.0,31.0,8.0
2021,Aug,40.0,34.0,10.0
2021,Aug,41.0,33.0,9.0
2021,Sep,40.0,35.0,7.0
2021,Sep,41.0,33.0,9.0
2021,Sep,38.0,34.0,8.0
2021,Sep,38.0,33.0,9.0
2021,Sep,40.0,36.0,9.0
2021,Sep,34.0,39.0,9.0
2021,Sep,41.0,32.0,11.0
2021,Sep,37.0,33.0,12.0
2021,Sep,33.0,35.0,10.0
2021,Sep,38.0,38.0,8.0
2021,Sep,41.0,36.0,10.0
2021,Sep,39.0,35.0,9.0
2021,Sep,40.0,36.0,9.0
2021,Sep,39.0,35.0,9.0
2021,Sep,39.0,35.0,7.0
2021,Sep,40.0,37.0,7.0
2021,Sep,40.0,35.0,9.0
2021,Sep,39.0,36.0,9.0
2021,Sep,41.0,35.0,8.0
2021,Sep,40.0,35.0,8.0
2021,Sep,39.0,32.0,10.0
2021,Sep,43.0,30.0,11.0
2021,Sep,41.0,35.0,10.0
2021,Sep,39.0,31.0,8.0
2021,Sep,41.0,36.0,8.0
2021,Sep,39.0,35.0,8.0
2021,Oct,40.0,35.0,9.0
2021,Oct,40.0,37.0,10.0
2021,Oct,34.0,39.0,7.0
2021,Oct,39.0,31.0,9.0
2021,Oct,39.0,35.0,9.0
2021,Oct,40.0,35.0,8.0
2021,Oct,40.0,36.0,9.0
2021,Oct,37.0,34.0,7.0
2021,Oct,40.0,32.0,6.0
2021,Oct,41.0,31.0,9.0
2021,Oct,41.0,37.0,7.0
2021,Oct,38.0,37.0,9.0
2021,Oct,39.0,34.0,8.0
2021,Oct,40.0,35.0,8.0
2021,Oct,40.0,37.0,9.0
2021,Oct,37.0,33.0,9.0
2021,Oct,37.0,35.0,8.0
2021,Oct,39.0,36.0,10.0
2021,Oct,39.0,33.0,8.0
2021,Oct,40.0,35.0,8.0
2021,Oct,40.0,35.0,9.0
2021,Oct,35.0,36.0,9.0
2021,Nov,40.0,35.0,10.0
2021,Nov,36.0,35.0,8.0
2021,Nov,40.0,37.0,8.0
2021,Nov,35.0,41.0,5.0
2021,Nov,37.0,36.0,9.0
2021,Nov,38.0,35.0,10.0
2021,Nov,36.0,35.0,11.0
2021,Nov,37.0,36.0,10.0
2021,Nov,30.0,42.0,6.0
2021,Nov,36.0,38.0,10.0
2021,Nov,35.0,35.0,8.0
2021,Nov,36.0,37.0,9.0
2021,Nov,38.0,39.0,9.0
2021,Nov,34.0,40.0,10.0
2021,Nov,37.0,37.0,10.0
2021,Nov,36.0,37.0,10.0
2021,Nov,36.0,34.0,7.0
2021,Nov,39.0,36.0,10.0
2021,Nov,36.0,38.0,10.0
2021,Nov,37.0,37.0,9.0
2021,Nov,36.0,35.0,7.0
2021,Nov,36.0,38.0,8.0
2021,Nov,37.0,37.0,8.0
2021,Nov,38.0,36.0,10.0
2021,Nov,36.0,35.0,11.0
2021,Nov,36.0,39.0,9.0
2021,Dec,36.0,33.0,9.0
2021,Dec,32.0,40.0,10.0
2021,Dec,37.0,38.0,10.0
2021,Dec,38.0,37.0,9.0
2021,Dec,34.0,39.0,11.0
2021,Dec,38.0,36.0,9.0
2021,Dec,34.0,38.0,11.0
2021,Dec,33.0,37.0,9.0
2021,Dec,34.0,40.0,10.0
2021,Dec,32.0,41.0,9.0
2021,Dec,33.0,41.0,7.0
2021,Dec,33.0,39.0,9.0
2021,Dec,32.0,40.0,8.0
2021,Dec,34.0,38.0,11.0
2021,Dec,32.0,39.0,9.0
2021,Dec,32.0,37.0,11.0
2021,Dec,34.0,40.0,8.0
2021,Dec,35.0,41.0,9.0
2021,Dec,32.0,37.0,10.0
2021,Dec,30.0,38.0,10.0
2021,Dec,34.0,38.0,10.0
2021,Dec,32.0,37.0,13.0
2021,Dec,32.0,37.0,11.0
2021,Dec,30.0,36.0,12.0
2021,Dec,31.0,39.0,13.0
2021,Dec,34.0,41.0,9.0
2021,Dec,32.0,39.0,11.0
2021,Dec,35.0,40.0,10.0
2022,Jan,35.0,38.0,10.0
2022,Jan,34.0,39.0,11.0
2022,Jan,33.0,37.0,10.0
2022,Jan,33.0,37.0,11.0
2022,Jan,35.0,39.0,12.0
2022,Jan,28.0,38.0,13.0
2022,Jan,31.0,45.0,11.0
2022,Jan,33.0,42.0,11.0
2022,Jan,29.0,40.0,11.0
2022,Jan,31.0,41.0,9.0
2022,Jan,32.0,41.0,11.0
2022,Jan,27.0,41.0,11.0
2022,Jan,32.0,42.0,11.0
2022,Jan,31.0,39.0,11.0
2022,Jan,32.0,41.0,11.0
2022,Jan,33.0,43.0,10.0
2022,Jan,30.0,43.0,9.0
2022,Jan,31.0,40.0,13.0
2022,Jan,27.0,45.0,8.0
2022,Jan,32.0,39.0,8.0
2022,Jan,34.0,38.0,11.0
2022,Jan,32.0,40.0,11.0
2022,Jan,34.0,41.0,11.0
2022,Jan,35.0,40.0,10.0
2022,Jan,32.0,42.0,10.0
2022,Jan,32.0,38.0,11.0
2022,Jan,28.0,48.0,7.0
2022,Jan,34.0,39.0,9.0
2022,Jan,31.0,38.0,12.0
2022,Jan,33.0,44.0,9.0
2022,Jan,33.0,40.0,11.0
2022,Feb,32.0,41.0,10.0
2022,Feb,32.0,40.0,10.0
2022,Feb,34.0,41.0,10.0
2022,Feb,33.0,42.0,9.0
2022,Feb,32.0,42.0,9.0
2022,Feb,33.0,41.0,9.0
2022,Feb,32.0,42.0,9.0
2022,Feb,34.0,37.0,11.0
2022,Feb,34.0,37.0,10.0
2022,Feb,32.0,41.0,11.0
2022,Feb,33.0,38.0,11.0
2022,Feb,32.0,38.0,13.0
2022,Feb,34.0,39.0,10.0
2022,Feb,34.0,38.0,10.0
2022,Feb,35.0,42.0,9.0
2022,Feb,34.0,39.0,12.0
2022,Feb,33.0,40.0,11.0
2022,Feb,33.0,39.0,11.0
2022,Feb,35.0,42.0,8.0
2022,Feb,27.0,46.0,8.0
2022,Feb,35.0,39.0,9.0
2022,Feb,34.0,38.0,11.0
2022,Feb,34.0,39.0,9.0
2022,Feb,34.0,42.0,9.0
2022,Feb,35.0,38.0,12.0
2022,Mar,35.0,38.0,10.0
2022,Mar,35.0,37.0,7.0
2022,Mar,34.0,41.0,9.0
2022,Mar,37.0,40.0,9.0
2022,Mar,37.0,40.0,10.0
2022,Mar,33.0,39.0,10.0
2022,Mar,34.0,40.0,10.0
2022,Mar,36.0,38.0,9.0
2022,Mar,35.0,37.0,9.0
2022,Mar,35.0,39.0,10.0
2022,Mar,35.0,40.0,9.0
2022,Mar,36.0,39.0,10.0
2022,Mar,33.0,39.0,10.0
2022,Mar,35.0,39.0,10.0
2022,Mar,36.0,36.0,12.0
2022,Mar,35.0,39.0,10.0
2022,Mar,35.0,40.0,11.0
2022,Mar,35.0,36.0,9.0
2022,Mar,35.0,40.0,10.0
2022,Mar,35.0,37.0,10.0
2022,Mar,36.0,38.0,9.0
2022,Mar,35.0,39.0,11.0
2022,Mar,35.0,37.0,9.0
2022,Mar,35.0,42.0,9.0
2022,Mar,33.0,37.0,9.0
2022,Mar,36.0,39.0,9.0
2022,Apr,33.0,40.0,11.0
2022,Apr,36.0,42.0,9.0
2022,Apr,35.0,40.0,10.0
2022,Apr,34.0,37.0,10.0
2022,Apr,34.0,38.0,10.0
2022,Apr,25.0,49.0,6.0
2022,Apr,34.0,43.0,9.0
2022,Apr,34.0,37.0,11.0
2022,Apr,34.0,40.0,9.0
2022,Apr,34.0,42.0,8.0
2022,Apr,34.0,41.0,9.0
2022,Apr,33.0,38.0,10.0
2022,Apr,32.0,43.0,9.0
2022,Apr,35.0,37.0,10.0
2022,Apr,34.0,42.0,10.0
2022,Apr,33.0,39.0,9.0
2022,Apr,34.0,40.0,10.0
2022,Apr,34.0,36.0,10.0
2022,Apr,35.0,40.0,10.0
2022,Apr,34.0,40.0,11.0
2022,Apr,33.0,42.0,9.0
2022,Apr,34.0,42.0,11.0
2022,Apr,33.0,39.0,11.0
2022,Apr,35.0,40.0,9.0
2022,Apr,35.0,41.0,9.0
2022,May,33.0,41.0,12.0
2022,May,34.0,40.0,10.0
2022,May,35.0,36.0,10.0
2022,May,34.0,39.0,11.0
2022,May,33.0,39.0,12.0
2022,May,34.0,44.0,8.0
2022,May,33.0,38.0,12.0
2022,May,34.0,39.0,11.0
2022,May,34.0,37.0,12.0
2022,May,33.0,39.0,12.0
2022,May,34.0,41.0,10.0
2022,May,35.0,39.0,12.0
2022,May,33.0,39.0,12.0
2022,May,31.0,39.0,12.0
2022,May,35.0,39.0,10.0
2022,May,34.0,40.0,10.0
2022,May,32.0,38.0,13.0
2022,May,34.0,40.0,10.0
2022,May,33.0,39.0,12.0
2022,May,31.0,39.0,12.0
2022,May,31.0,40.0,14.0
2022,May,33.0,40.0,11.0
2022,May,29.0,44.0,8.0
2022,May,33.0,36.0,11.0
2022,May,31.0,42.0,11.0
2022,May,36.0,43.0,10.0
2022,May,25.0,48.0,9.0
2022,May,32.0,40.0,12.0
2022,Jun,33.0,39.0,12.0
2022,Jun,32.0,36.0,12.0
2022,Jun,34.0,38.0,11.0
2022,Jun,32.0,40.0,13.0
2022,Jun,33.0,39.0,12.0
2022,Jun,32.0,39.0,11.0
2022,Jun,34.0,36.0,13.0
2022,Jun,34.0,41.0,10.0
2022,Jun,34.0,40.0,10.0
2022,Jun,32.0,39.0,15.0
2022,Jun,34.0,42.0,12.0
2022,Jun,33.0,39.0,13.0
2022,Jun,33.0,39.0,10.0
2022,Jun,34.0,36.0,13.0
2022,Jun,31.0,42.0,10.0
2022,Jun,33.0,40.0,13.0
2022,Jun,32.0,41.0,13.0
2022,Jun,32.0,38.0,14.0
2022,Jun,34.0,39.0,9.0
2022,Jun,34.0,37.0,11.0
2022,Jun,30.0,41.0,15.0
2022,Jun,34.0,41.0,10.0
2022,Jun,33.0,41.0,15.0
2022,Jun,35.0,43.0,11.0
2022,Jun,33.0,36.0,13.0
2022,Jun,32.0,42.0,11.0
2022,Jun,32.0,40.0,13.0
2022,Jun,33.0,39.0,13.0
2022,Jun,27.0,47.0,9.0
2022,Jul,32.0,41.0,11.0
2022,Jul,35.0,41.0,11.0
2022,Jul,31.0,45.0,11.0
2022,Jul,29.0,40.0,15.0
2022,Jul,33.0,38.0,12.0
2022,Jul,31.0,43.0,12.0
2022,Jul,29.0,41.0,14.0
2022,Jul,28.0,43.0,12.0
2022,Jul,31.0,42.0,12.0
2022,Jul,25.0,46.0,8.0
2022,Jul,31.0,42.0,12.0
2022,Jul,29.0,40.0,13.0
2022,Jul,31.0,40.0,13.0
2022,Jul,33.0,37.0,13.0
2022,Jul,30.0,43.0,11.0
2022,Jul,32.0,42.0,12.0
2022,Jul,35.0,44.0,9.0
2022,Jul,32.0,41.0,12.0
2022,Jul,33.0,44.0,9.0
2022,Jul,34.0,37.0,13.0
2022,Jul,32.0,39.0,12.0
2022,Jul,31.0,42.0,10.0
2022,Jul,30.0,44.0,10.0
2022,Jul,29.0,42.0,12.0
2022,Jul,34.0,40.0,12.0
2022,Jul,33.0,41.0,11.0
2022,Jul,33.0,40.0,12.0
2022,Jul,34.0,35.0,13.0
2022,Jul,32.0,36.0,13.0
2022,Jul,34.0,38.0,11.0
2022,Aug,34.0,39.0,13.0
2022,Aug,34.0,37.0,12.0
2022,Aug,32.0,40.0,13.0
2022,Aug,33.0,37.0,11.0
2022,Aug,35.0,40.0,12.0
2022,Aug,30.0,39.0,12.0
2022,Aug,35.0,39.0,12.0
2022,Aug,34.0,41.0,12.0
2022,Aug,28.0,43.0,11.0
2022,Aug,32.0,42.0,11.0
2022,Aug,31.0,39.0,10.0
2022,Aug,33.0,40.0,14.0
2022,Aug,31.0,43.0,11.0
2022,Aug,31.0,43.0,13.0
2022,Aug,26.0,40.0,11.0
2022,Aug,31.0,39.0,11.0
2022,Aug,33.0,42.0,12.0
2022,Aug,33.0,41.0,11.0
2022,Aug,31.0,44.0,12.0
2022,Aug,33.0,42.0,13.0
2022,Aug,25.0,42.0,10.0
2022,Aug,31.0,42.0,12.0
2022,Aug,33.0,43.0,11.0
2022,Aug,32.0,42.0,12.0
2022,Aug,28.0,43.0,11.0
2022,Aug,34.0,38.0,12.0
2022,Aug,31.0,42.0,10.0
2022,Sep,31.0,43.0,12.0
2022,Sep,29.0,44.0,10.0
2022,Sep,30.0,42.0,14.0
2022,Sep,28.0,40.0,9.0
2022,Sep,34.0,42.0,11.0
2022,Sep,30.0,40.0,13.0
2022,Sep,32.0,44.0,9.0
2022,Sep,32.0,46.0,11.0
2022,Sep,35.0,42.0,10.0
2022,Sep,32.0,42.0,10.0
2022,Sep,28.0,40.0,10.0
2022,Sep,35.0,41.0,10.0
2022,Sep,33.0,45.0,10.0
2022,Sep,32.0,42.0,10.0
2022,Sep,34.0,42.0,10.0
2022,Sep,28.0,40.0,10.0
2022,Sep,32.0,42.0,12.0
2022,Sep,34.0,41.0,11.0
2022,Sep,32.0,40.0,9.0
2022,Sep,34.0,39.0,10.0
2022,Sep,31.0,44.0,12.0
2022,Sep,35.0,39.0,10.0
2022,Sep,28.0,45.0,9.0
2022,Sep,29.0,43.0,12.0
2022,Sep,32.0,44.0,10.0
2022,Sep,28.0,45.0,11.0
2022,Sep,31.0,44.0,11.0
2022,Sep,28.0,43.0,13.0
2022,Sep,29.0,48.0,9.0
2022,Sep,30.0,47.0,9.0
2022,Sep,29.0,46.0,13.0
2022,Sep,21.0,54.0,7.0
2022,Sep,27.0,47.0,11.0
2022,Sep,20.0,50.0,9.0
2022,Sep,27.0,46.0,9.0
2022,Sep,28.0,49.0,11.0
2022,Sep,23.0,55.0,7.0
2022,Sep,25.0,50.0,11.0
2022,Oct,24.0,52.0,10.0
2022,Oct,24.0,52.0,10.0
2022,Oct,26.0,48.0,10.0
2022,Oct,26.0,47.0,11.0
2022,Oct,26.0,47.0,10.0
2022,Oct,20.0,52.0,8.0
2022,Oct,26.0,51.0,9.0
2022,Oct,24.0,51.0,10.0
2022,Oct,22.0,52.0,9.0
2022,Oct,23.0,51.0,10.0
2022,Oct,25.0,54.0,10.0
2022,Oct,23.0,51.0,9.0
2022,Oct,19.0,53.0,8.0
2022,Oct,25.0,49.0,11.0
2022,Oct,24.0,53.0,13.0
2022,Oct,28.0,49.0,10.0
2022,Oct,23.0,55.0,7.0
2022,Oct,22.0,52.0,11.0
2022,Oct,20.0,56.0,11.0
2022,Oct,23.0,52.0,11.0
2022,Oct,19.0,55.0,12.0
2022,Oct,22.0,53.0,11.0
2022,Oct,23.0,50.0,9.0
2022,Oct,24.0,49.0,13.0
2022,Oct,22.0,57.0,7.0
2022,Oct,14.0,53.0,11.0
2022,Oct,19.0,56.0,10.0
2022,Oct,25.0,51.0,10.0
2022,Oct,23.0,54.0,8.0
2022,Oct,22.0,56.0,10.0
2022,Oct,25.0,51.0,8.0
2022,Oct,21.0,54.0,11.0
2022,Oct,26.0,49.0,10.0
2022,Oct,25.0,49.0,9.0
2022,Oct,23.0,51.0,9.0
2022,Oct,23.0,55.0,9.0
2022,Oct,20.0,51.0,9.0
2022,Oct,26.0,50.0,10.0
2022,Oct,27.0,51.0,8.0
2022,Oct,28.0,44.0,10.0
2022,Oct,25.0,53.0,7.0
2022,Oct,26.0,51.0,9.0
2022,Oct,27.0,50.0,9.0
2022,Oct,29.0,48.0,8.0
2022,Nov,21.0,47.0,10.0
2022,Nov,24.0,50.0,9.0
2022,Nov,27.0,50.0,7.0
