Year,Month,Con,Lab,LD
2018,Mar,43,42,7
2018,Mar,43,42,6
2018,Mar,41,43,7
2018,Mar,37,44,9
2018,Mar,42,40,6
2018,Mar,38,40,10
2018,Mar,42,39,7
2018,Mar,44,41,8
2018,Mar,,,
2018,Mar,,,
2018,Mar,,,
2018,Mar,,,
2018,Mar,43,39,8
2018,Mar,43,38,8
2018,Apr,42,41,7
2018,Apr,,,
2018,Apr,,,
2018,Apr,42,41,7
2018,Apr,40,40,9
2018,Apr,40,40,7
2018,Apr,40,41,7
2018,Apr,39,38,11
2018,Apr,40,40,9
2018,Apr,43,38,8
2018,Apr,41,40,10
2018,Apr,43,38,8
2018,Apr,42,39,8
2018,Apr,40,40,9
2018,Apr,42,38,7
2018,May,,,
2018,May,39,39,10
2018,May,43,38,9
2018,May,41,40,8
2018,May,43,40,8
2018,May,43,38,9
2018,May,43,39,6
2018,May,41,41,7
2018,May,40,40,7
2018,May,42,38,9
2018,May,43,40,8
2018,May,42,39,9
2018,May,41,41,6
2018,May,41,40,9
2018,Jun ,44,37,8
2018,Jun ,42,40,7
2018,Jun ,38,41,11
2018,Jun ,42,40,8
2018,Jun ,,,
2018,Jun ,42,39,8
2018,Jun ,42,40,9
2018,Jun ,41,38,7
2018,Jun ,41,40,9
2018,Jun ,41,38,7
2018,Jun ,42,37,9
2018,Jul,41,40,9
2018,Jul,39,37,10
2018,Jul,40,38,9
2018,Jul,41,39,9
2018,Jul,38,40,10
2018,Jul,39,39,9
2018,Jul,37,39,10
2018,Jul,36,40,8
2018,Jul,37,42,7
2018,Jul,36,41,9
2018,Jul,38,39,9
2018,Jul,40,41,8
2018,Jul,,,
2018,Jul,38,38,10
2018,Jul,38,38,10
2018,Jul,38,38,10
2018,Aug,39,40,7
2018,Aug,39,35,10
2018,Aug,37,39,10
2018,Aug,38,40,8
2018,Aug,40,39,9
2018,Aug,41,38,8
2018,Aug,,,
2018,Aug,37,40,8
2018,Aug,39,38,7
2018,Aug,40,40,8
2018,Aug,,,
2018,Aug,40,37,9
2018,Aug,,,
2018,Aug,39,37,10
2018,Aug,,,
2018,Aug,,,
2018,Aug,37,41,6
2018,Sep,39,35,11
2018,Sep,37,38,11
2018,Sep,40,35,10
2018,Sep,38,37,10
2018,Sep,42,39,8
2018,Sep,,,
2018,Sep,39,38,7
2018,Sep,40,36,11
2018,Sep,39,37,13
2018,Sep,40,36,11
2018,Sep,37,39,9
2018,Sep,38,38,10
2018,Sep,41,40,9
2018,Sep,42,36,11
2018,Sep,39,40,9
2018,Sep,39,36,9
2018,Sep,35,40,12
2018,Sep,,,
2018,Sep,42,36,9
2018,Oct,,,
2018,Oct,38,39,10
2018,Oct,39,39,7
2018,Oct,41,37,9
2018,Oct,40,39,7
2018,Oct,41,37,8
2018,Oct,41,36,10
2018,Oct,,,
2018,Oct,41,36,9
2018,Oct,39,37,10
2018,Oct,39,40,8
2018,Oct,41,36,8
2018,Oct,43,40,6
2018,Oct,40,38,9
2018,Oct,41,39,7
2018,Nov,40,40,8
2018,Nov,41,37,8
2018,Nov,36,37,12
2018,Nov,40,39,8
2018,Nov,36,40,9
2018,Nov,36,39,7
2018,Nov,39,36,8
2018,Nov,,,
2018,Nov,40,35,10
2018,Nov,37,39,9
2018,Nov,38,38,9
2018,Dec,40,38,9
2018,Dec,37,38,12
2018,Dec,38,38,9
2018,Dec,,,
2018,Dec,,,
2018,Dec,38,37,10
2018,Dec,39,38,9
2018,Dec,,,
2018,Dec,38,41,7
2018,Dec,40,36,10
2018,Dec,38,39,8
2018,Dec,,,
2018,Dec,38,35,10
2018,Dec,41,39,7
2018,Dec,,,
2018,Dec,39,39,6
2018,Dec,40,34,10
2019,Jan,41,35,11
2019,Jan,36,36,12
2019,Jan,38,41,10
2019,Jan,,,
2019,Jan,35,38,9
2019,Jan,41,39,8
2019,Jan,39,34,11
2019,Jan,37,39,8
2019,Jan,38,37,10
2019,Jan,37,40,7
2019,Jan,39,40,9
2019,Jan,,,
2019,Jan,38,39,9
2019,Jan,41,34,8
2019,Feb,38,38,10
2019,Feb,39,34,11
2019,Feb,41,34,10
2019,Feb,38,35,13
2019,Feb,40,35,10
2019,Feb,,,
2019,Feb,37,37,8
2019,Feb,40,36,10
2019,Feb,41,33,10
2019,Feb,38,26,7
2019,Feb,32,26,9
2019,Feb,40,32,5
2019,Feb,39,31,5
2019,Feb,43,36,6
2019,Feb,41,30,10
2019,Feb,36,23,6
2019,Feb,40,34,9
2019,Feb,37,33,7
2019,Mar,40,31,11
2019,Mar,36,34,8
2019,Mar,39,34,12
2019,Mar,,,
2019,Mar,41,31,8
2019,Mar,38,34,8
2019,Mar,35,35,7
2019,Mar,35,31,12
2019,Mar,29,33,9
2019,Mar,35,39,10
2019,Mar,34,35,8
2019,Mar,38,34,8
2019,Mar,34,35,8
2019,Mar,36,35,7
2019,Mar,,,
2019,Mar,33,33,8
2019,Mar,36,33,11
2019,Mar,32,35,7
2019,Mar,35,35,9
2019,Mar,36,41,7
2019,Apr,32,31,12
2019,Apr,35,34,11
2019,Apr,29,31,8
2019,Apr,,,
2019,Apr,32,35,11
2019,Apr,32,32,7
2019,Apr,31,40,8
2019,Apr,29,36,8
2019,Apr,28,32,11
2019,Apr,23,33,7
2019,Apr,29,30,10
2019,Apr,27,30,8
2019,Apr,24,32,9
2019,Apr,27,36,8
2019,Apr,27,30,11
2019,Apr,26,33,6
2019,Apr,29,29,13
2019,May,25,30,11
2019,May,27,30,18
2019,May,24,24,16
2019,May,24,24,18
2019,May,22,28,11
2019,May,19,27,14
2019,May,25,34,15
2019,May,21,30,13
2019,May,20,27,13
2019,May,25,27,15
2019,May,25,25,16
2019,May,,,
2019,May,22,29,11
2019,May,21,31,13
2019,May,27,32,13
2019,May,22,26,12
2019,May ,27,31,15
2019,May,28,33,13
2019,May,19,19,24
2019,May,17,22,16
2019,May,20,26,16
2019,Jun,,,
2019,Jun ,26,27,17
2019,Jun ,18,20,20
2019,Jun ,23,27,17
2019,Jun ,17,19,22
2019,Jun ,21,21,19
2019,Jun ,20,20,21
2019,Jun,20,26,16
2019,Jun,24,26,18
2019,Jun,26,24,22
2019,Jun,,,
2019,Jun,22,20,19
2019,Jun,,,
2019,Jun,,,
2019,Jul,24,18,20
2019,Jul,28,27,18
2019,Jul,23,25,15
2019,Jul,25,28,16
2019,Jul,,,
2019,Jul,24,20,19
2019,Jul,23,29,19
2019,Jul,24,28,15
2019,Jul,,,
2019,Jul,25,28,17
2019,Jul,25,21,20
2019,Jul,,,
2019,Jul,,,
2019,Jul,,,
2019,Jul,25,19,23
2019,Jul,28,27,19
2019,Jul,30,28,16
2019,Jul,31,21,20
2019,Jul,30,25,18
2019,Jul,29,30,16
2019,Jul,34,24,20
2019,Jul,,,
2019,Jul,,,
2019,Jul,32,22,19
2019,Aug,,,
2019,Aug,,,
2019,Aug,31,22,21
2019,Aug,28,24,21
2019,Aug,31,25,19
2019,Aug,31,28,13
2019,Aug,,,
2019,Aug,31,27,16
2019,Aug,,,
2019,Aug,,,
2019,Aug,30,21,20
2019,Aug,42,28,15
2019,Aug,32,22,20
2019,Aug,32,26,15
2019,Aug,,,
2019,Aug,33,21,19
2019,Aug,,,
2019,Aug,,,
2019,Aug,34,22,17
2019,Aug,33,22,21
2019,Aug,34,23,19
2019,Aug,31,24,21
2019,Aug,35,24,18
2019,Aug,37,30,16
2019,Aug,,,
2019,Sep,35,25,16
2019,Sep,33,26,17
2019,Sep,,,
2019,Sep,31,27,19
2019,Sep,35,25,17
2019,Sep,,,
2019,Sep,31,27,20
2019,Sep,29,24,18
2019,Sep,,,
2019,Sep,31,28,19
2019,Sep,35,21,19
2019,Sep,31,28,17
2019,Sep,38,24,20
2019,Sep,30,29,17
2019,Sep,,,
2019,Sep,32,23,19
2019,Sep,28,27,20
2019,Sep,37,25,16
2019,Sep,,,
2019,Sep,,,
2019,Sep,33,24,23
2019,Sep,,,
2019,Sep,,,
2019,Sep,32,21,23
2019,Sep,29,27,21
2019,Sep,37,22,17
2019,Sep,,,
2019,Sep,30,23,22
2019,Sep,,,
2019,Sep,27,27,20
2019,Sep,33,22,22
2019,Sep,27,24,22
2019,Sep,36,24,20
2019,Sep,,,
2019,Sep,33,22,21
2019,Sep,,,
2019,Sep,34,21,23
2019,Oct,31,26,20
2019,Oct,,,
2019,Oct,38,23,15
2019,Oct,,,
2019,Oct,33,27,19
2019,Oct,35,29,16
2019,Oct,,,
2019,Oct,35,22,20
2019,Oct,33,27,18
2019,Oct,33,30,17
2019,Oct,,,
2019,Oct,39,25,18
2019,Oct,,,
2019,Oct,37,22,18
2019,Oct,37,24,16
2019,Oct,,,
2019,Oct,33,29,18
2019,Oct,36,27,17
2019,Oct,32,24,21
2019,Oct,36,22,19
2019,Oct,37,24,19
2019,Oct,,,
2019,Oct,37,22,19
2019,Oct,40,24,15
2019,Oct,,,
2019,Oct,,,
2019,Oct,36,23,18
2019,Oct,41,24,20
2019,Oct,,,
2019,Oct,34,26,19
2019,Oct,36,21,18
2019,Oct,40,29,14
2019,Oct,36,28,14
2019,Oct,36,28,17
2019,Oct,42,26,16
2019,Oct,,,
2019,Oct,36,29,17
2019,Oct,39,27,16
2019,Oct,40,28,14
2019,Nov,38,31,15
2019,Nov,38,25,16
2019,Nov,,,
2019,Nov,36,25,17
2019,Nov,37,29,16
2019,Nov,40,30,15
2019,Nov,41,29,15
2019,Nov,,,
2019,Nov,35,29,17
2019,Nov,41,29,16
2019,Nov,39,26,17
2019,Nov,37,27,17
2019,Nov,37,29,17
2019,Nov,39,31,15
2019,Nov,,,
2019,Nov,,,
2019,Nov,36,29,16
2019,Nov,39,26,16
2019,Nov,42,28,15
2019,Nov,40,30,16
2019,Nov,37,29,16
2019,Nov,43,29,15
2019,Nov,,,
2019,Nov,43,30,15
2019,Nov,41,33,14
2019,Nov,44,28,14
2019,Nov,,,
2019,Nov,45,28,15
2019,Nov,45,30,11
2019,Nov,42,28,13
2019,Nov,45,27,16
2019,Nov,42,32,13
2019,Nov,,,
2019,Nov,44,28,16
2019,Nov,,,
2019,Nov,42,30,15
2019,Nov,42,31,15
2019,Nov,41,28,18
2019,Nov,42,32,15
2019,Nov,42,32,14
2019,Nov,47,28,12
2019,Nov,,,
2019,Nov,41,30,15
2019,Nov,43,32,14
2019,Nov,42,30,16
2019,Nov,43,30,16
2019,Nov,43,32,14
2019,Nov,41,34,13
2019,Nov,,,
2019,Nov,,,
2019,Nov,43,32,13
2019,Nov,41,34,13
2019,Nov,42,33,11
2019,Nov,42,34,13
2019,Nov,43,33,13
2019,Nov,39,33,13
2019,Nov,46,31,13
2019,Nov,,,
2019,Nov,42,34,14
2019,Nov,43,34,13
2019,Nov,45,32,15
2019,Nov,44,32,15
2019,Nov,42,35,13
2019,Nov,,,
2019,Nov,,,
2019,Dec,42,33,12
2019,Dec,42,32,12
2019,Dec,44,32,13
2019,Dec,42,36,11
2019,Dec,41,32,14
2019,Dec,41,33,12
2019,Dec,43,34,13
2019,Dec,46,31,13
2019,Dec,,,
2019,Dec,43,34,12
2019,Dec,43,33,13
2019,Dec,44,33,11
2019,Dec,45,31,11
2019,Dec,43,30,12
2019,Dec,43,36,12
2019,Dec,42,36,12
2019,Dec,,,
2019,Dec,41,32,14
2019,Dec,43,33,12
2019,Dec,41,36,12
2019,Dec,44,32,13
2019,Dec,45,35,10
2019,Dec,44,33,12
2019,Dec,,,
2019,Dec,45,33,12
2019,Dec,,,
2019,Dec,43,34,11
2019,Dec,44.5,33.7,9.3
